"id","manifest"
"1079673","https://www.digital.archives.go.jp/api/iiif/1079673/manifest.json"
"1079683","https://www.digital.archives.go.jp/api/iiif/1079683/manifest.json"
"1079684","https://www.digital.archives.go.jp/api/iiif/1079684/manifest.json"
"1079685","https://www.digital.archives.go.jp/api/iiif/1079685/manifest.json"
"1079687","https://www.digital.archives.go.jp/api/iiif/1079687/manifest.json"
"1079706","https://www.digital.archives.go.jp/api/iiif/1079706/manifest.json"
"1079712","https://www.digital.archives.go.jp/api/iiif/1079712/manifest.json"
"1079717","https://www.digital.archives.go.jp/api/iiif/1079717/manifest.json"
"1079724","https://www.digital.archives.go.jp/api/iiif/1079724/manifest.json"
"1079727","https://www.digital.archives.go.jp/api/iiif/1079727/manifest.json"
"1079740","https://www.digital.archives.go.jp/api/iiif/1079740/manifest.json"
"1079757","https://www.digital.archives.go.jp/api/iiif/1079757/manifest.json"
"1079758","https://www.digital.archives.go.jp/api/iiif/1079758/manifest.json"
"1079760","https://www.digital.archives.go.jp/api/iiif/1079760/manifest.json"
"1079763","https://www.digital.archives.go.jp/api/iiif/1079763/manifest.json"
"1079765","https://www.digital.archives.go.jp/api/iiif/1079765/manifest.json"
"1079766","https://www.digital.archives.go.jp/api/iiif/1079766/manifest.json"
"1079780","https://www.digital.archives.go.jp/api/iiif/1079780/manifest.json"
"1079783","https://www.digital.archives.go.jp/api/iiif/1079783/manifest.json"
"1079792","https://www.digital.archives.go.jp/api/iiif/1079792/manifest.json"
"1079833","https://www.digital.archives.go.jp/api/iiif/1079833/manifest.json"
"1079836","https://www.digital.archives.go.jp/api/iiif/1079836/manifest.json"
"1080052","https://www.digital.archives.go.jp/api/iiif/1080052/manifest.json"
"1082329","https://www.digital.archives.go.jp/api/iiif/1082329/manifest.json"
"1082721","https://www.digital.archives.go.jp/api/iiif/1082721/manifest.json"
"1082728","https://www.digital.archives.go.jp/api/iiif/1082728/manifest.json"
"1082730","https://www.digital.archives.go.jp/api/iiif/1082730/manifest.json"
"1083546","https://www.digital.archives.go.jp/api/iiif/1083546/manifest.json"
"1083631","https://www.digital.archives.go.jp/api/iiif/1083631/manifest.json"
"1083634","https://www.digital.archives.go.jp/api/iiif/1083634/manifest.json"
"1083635","https://www.digital.archives.go.jp/api/iiif/1083635/manifest.json"
"1083636","https://www.digital.archives.go.jp/api/iiif/1083636/manifest.json"
"1083637","https://www.digital.archives.go.jp/api/iiif/1083637/manifest.json"
"1083717","https://www.digital.archives.go.jp/api/iiif/1083717/manifest.json"
"1083718","https://www.digital.archives.go.jp/api/iiif/1083718/manifest.json"
"1083719","https://www.digital.archives.go.jp/api/iiif/1083719/manifest.json"
"1083722","https://www.digital.archives.go.jp/api/iiif/1083722/manifest.json"
"1083811","https://www.digital.archives.go.jp/api/iiif/1083811/manifest.json"
"1083901","https://www.digital.archives.go.jp/api/iiif/1083901/manifest.json"
"1083906","https://www.digital.archives.go.jp/api/iiif/1083906/manifest.json"
"1083908","https://www.digital.archives.go.jp/api/iiif/1083908/manifest.json"
"1083912","https://www.digital.archives.go.jp/api/iiif/1083912/manifest.json"
"1083946","https://www.digital.archives.go.jp/api/iiif/1083946/manifest.json"
"1083949","https://www.digital.archives.go.jp/api/iiif/1083949/manifest.json"
"1083954","https://www.digital.archives.go.jp/api/iiif/1083954/manifest.json"
"1083956","https://www.digital.archives.go.jp/api/iiif/1083956/manifest.json"
"1083957","https://www.digital.archives.go.jp/api/iiif/1083957/manifest.json"
"1083963","https://www.digital.archives.go.jp/api/iiif/1083963/manifest.json"
"1083964","https://www.digital.archives.go.jp/api/iiif/1083964/manifest.json"
"1083965","https://www.digital.archives.go.jp/api/iiif/1083965/manifest.json"
"1083966","https://www.digital.archives.go.jp/api/iiif/1083966/manifest.json"
"1083969","https://www.digital.archives.go.jp/api/iiif/1083969/manifest.json"
"1083971","https://www.digital.archives.go.jp/api/iiif/1083971/manifest.json"
"1083978","https://www.digital.archives.go.jp/api/iiif/1083978/manifest.json"
"1083981","https://www.digital.archives.go.jp/api/iiif/1083981/manifest.json"
"1083988","https://www.digital.archives.go.jp/api/iiif/1083988/manifest.json"
"1083991","https://www.digital.archives.go.jp/api/iiif/1083991/manifest.json"
"1083992","https://www.digital.archives.go.jp/api/iiif/1083992/manifest.json"
"1084018","https://www.digital.archives.go.jp/api/iiif/1084018/manifest.json"
"1084020","https://www.digital.archives.go.jp/api/iiif/1084020/manifest.json"
"1084021","https://www.digital.archives.go.jp/api/iiif/1084021/manifest.json"
"1084022","https://www.digital.archives.go.jp/api/iiif/1084022/manifest.json"
"1084024","https://www.digital.archives.go.jp/api/iiif/1084024/manifest.json"
"1084028","https://www.digital.archives.go.jp/api/iiif/1084028/manifest.json"
